type,severity,message,project_name,project_code,ministry,sector,state,risk_score
TIME_OVERRUN,WARNING,Delayed by 28 months,Amritsar Bypass Pkg III from km. 71.496 to km. 105.158,618795.0,Ministry of Road Transport & Highways,Roads & Highways,Punjab,35.8
COST_ESCALATION,WARNING,Cost escalated by 19.5% from original,4L of Beas-Mehta-Batala-Dera Baba Nanak from intersection with Jalandhar-Amritsar,618809.0,Ministry of Road Transport & Highways,Roads & Highways,Punjab,65.3
ELEVATED_RISK_ML,WARNING,ML risk score: 65/100,4L of Beas-Mehta-Batala-Dera Baba Nanak from intersection with Jalandhar-Amritsar,618809.0,Ministry of Road Transport & Highways,Roads & Highways,Punjab,65.3
TIME_OVERRUN,WARNING,Delayed by 23 months,4L of Beas-Mehta-Batala-Dera Baba Nanak from intersection with Jalandhar-Amritsar,618809.0,Ministry of Road Transport & Highways,Roads & Highways,Punjab,65.3
TIME_OVERRUN,WARNING,Delayed by 21 months,4L of existing Beas Baba Bakala - Dera Baba Nanak Section from start of Batala,618810.0,Ministry of Road Transport & Highways,Roads & Highways,Punjab,35.8
COST_ESCALATION,CRITICAL,Cost escalated by 68.3% from original,4L of Amritsar-Ghoman - Tanda - Una Section from Km 8.270 to Km 54.000 of NH-,618906.0,Ministry of Road Transport & Highways,Roads & Highways,Punjab,77.5
PF_GAP,WARNING,Physical-Financial gap of -21.2%,4L of Amritsar-Ghoman - Tanda - Una Section from Km 8.270 to Km 54.000 of NH-,618906.0,Ministry of Road Transport & Highways,Roads & Highways,Punjab,77.5
ELEVATED_RISK_ML,WARNING,ML risk score: 78/100,4L of Amritsar-Ghoman - Tanda - Una Section from Km 8.270 to Km 54.000 of NH-,618906.0,Ministry of Road Transport & Highways,Roads & Highways,Punjab,77.5
TIME_OVERRUN,WARNING,Delayed by 33 months,4L of Amritsar-Ghoman - Tanda - Una Section from Km 8.270 to Km 54.000 of NH-,618906.0,Ministry of Road Transport & Highways,Roads & Highways,Punjab,77.5
COST_ESCALATION,WARNING,Cost escalated by 20.6% from original,6L Amritsar-Bathinda Greenfield section from Jn. with Moga Jalandhar road NH-703,619099.0,Ministry of Road Transport & Highways,Roads & Highways,Punjab,59.9
PF_GAP,WARNING,Physical-Financial gap of -20.2%,6L Access Controlled Ludhiana-Bathinda Greenfield highway from Jn. with Moga-,619105.0,Ministry of Road Transport & Highways,Roads & Highways,Punjab,30.3
COST_ESCALATION,WARNING,Cost escalated by 18.9% from original,Delhi-Amritsar-Katra Expressway Phase-I Spur-III from Junction with Amritsar-,619200.0,Ministry of Road Transport & Highways,Roads & Highways,Punjab,78.5
PF_GAP,WARNING,Physical-Financial gap of -49.2%,Delhi-Amritsar-Katra Expressway Phase-I Spur-III from Junction with Amritsar-,619200.0,Ministry of Road Transport & Highways,Roads & Highways,Punjab,78.5
ELEVATED_RISK_ML,WARNING,ML risk score: 78/100,Delhi-Amritsar-Katra Expressway Phase-I Spur-III from Junction with Amritsar-,619200.0,Ministry of Road Transport & Highways,Roads & Highways,Punjab,78.5
TIME_OVERRUN,WARNING,Delayed by 36 months,Delhi-Amritsar-Katra Expressway Phase-I Spur-III from Junction with Amritsar-,619200.0,Ministry of Road Transport & Highways,Roads & Highways,Punjab,78.5
EXPENDITURE_LAG,CRITICAL,Only 39% budget spent but 187% time elapsed,4/6L Greenfield Ludhiana Rupnagar highway from Jn. with NE-5 village near to,619318.0,Ministry of Road Transport & Highways,Roads & Highways,Punjab,62.0
PROGRESS_STAGNATION,CRITICAL,Only 15% progress with 187% time elapsed,4/6L Greenfield Ludhiana Rupnagar highway from Jn. with NE-5 village near to,619318.0,Ministry of Road Transport & Highways,Roads & Highways,Punjab,62.0
PF_GAP,WARNING,Physical-Financial gap of -23.7%,4/6L Greenfield Ludhiana Rupnagar highway from Jn. with NE-5 village near to,619318.0,Ministry of Road Transport & Highways,Roads & Highways,Punjab,62.0
ELEVATED_RISK_ML,WARNING,ML risk score: 62/100,4/6L Greenfield Ludhiana Rupnagar highway from Jn. with NE-5 village near to,619318.0,Ministry of Road Transport & Highways,Roads & Highways,Punjab,62.0
TIME_OVERRUN,WARNING,Delayed by 36 months,4/6L Greenfield Ludhiana Rupnagar highway from Jn. with NE-5 village near to,619318.0,Ministry of Road Transport & Highways,Roads & Highways,Punjab,62.0
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,4/6L Greenfield Ludhiana Rupnagar highway from Jn. with NE-5 village near to,619318.0,Ministry of Road Transport & Highways,Roads & Highways,Punjab,62.0
EXPENDITURE_LAG,CRITICAL,Only 28% budget spent but 187% time elapsed,Widening of Pachpadra-Bagundi Section to 4 Lane from Km 73/60 to 95/70 of NH-25,617901.0,Ministry of Road Transport & Highways,Roads & Highways,Rajasthan,60.9
PF_GAP,WARNING,Physical-Financial gap of 70.2%,Widening of Pachpadra-Bagundi Section to 4 Lane from Km 73/60 to 95/70 of NH-25,617901.0,Ministry of Road Transport & Highways,Roads & Highways,Rajasthan,60.9
ELEVATED_RISK_ML,WARNING,ML risk score: 61/100,Widening of Pachpadra-Bagundi Section to 4 Lane from Km 73/60 to 95/70 of NH-25,617901.0,Ministry of Road Transport & Highways,Roads & Highways,Rajasthan,60.9
TIME_OVERRUN,WARNING,Delayed by 19 months,Widening of Pachpadra-Bagundi Section to 4 Lane from Km 73/60 to 95/70 of NH-25,617901.0,Ministry of Road Transport & Highways,Roads & Highways,Rajasthan,60.9
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Widening of Pachpadra-Bagundi Section to 4 Lane from Km 73/60 to 95/70 of NH-25,617901.0,Ministry of Road Transport & Highways,Roads & Highways,Rajasthan,60.9
EXPENDITURE_LAG,CRITICAL,Only 21% budget spent but 217% time elapsed,Construction of 2 lane with paved shoulder for the work of Development of remaining,618011.0,Ministry of Road Transport & Highways,Roads & Highways,Rajasthan,55.1
PF_GAP,WARNING,Physical-Financial gap of 71.9%,Construction of 2 lane with paved shoulder for the work of Development of remaining,618011.0,Ministry of Road Transport & Highways,Roads & Highways,Rajasthan,55.1
TIME_OVERRUN,WARNING,Delayed by 29 months,Construction of 2 lane with paved shoulder for the work of Development of remaining,618011.0,Ministry of Road Transport & Highways,Roads & Highways,Rajasthan,55.1
EXPENDITURE_LAG,CRITICAL,Only 0% budget spent but 96% time elapsed,Upgradation to Two-lane with paved shoulder of Hanumangarh to Kenchiyan section,618069.0,Ministry of Road Transport & Highways,Roads & Highways,Rajasthan,32.0
PF_GAP,WARNING,Physical-Financial gap of 72.0%,Upgradation to Two-lane with paved shoulder of Hanumangarh to Kenchiyan section,618069.0,Ministry of Road Transport & Highways,Roads & Highways,Rajasthan,32.0
EXPENDITURE_LAG,CRITICAL,Only 10% budget spent but 123% time elapsed,Upgradation to 2-Lane with Paved Shoulder from Design Km 36300 to Design,618117.0,Ministry of Road Transport & Highways,Roads & Highways,Rajasthan,54.5
PROGRESS_STAGNATION,CRITICAL,Only 23% progress with 123% time elapsed,Upgradation to 2-Lane with Paved Shoulder from Design Km 36300 to Design,618117.0,Ministry of Road Transport & Highways,Roads & Highways,Rajasthan,54.5
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Upgradation to 2-Lane with Paved Shoulder from Design Km 36300 to Design,618117.0,Ministry of Road Transport & Highways,Roads & Highways,Rajasthan,54.5
EXPENDITURE_LAG,CRITICAL,Only 2% budget spent but 195% time elapsed,Construction of 2 lane with Paved Shoulder for Northern Bypass Phase-II of Kota city,618200.0,Ministry of Road Transport & Highways,Roads & Highways,Rajasthan,57.1
PF_GAP,WARNING,Physical-Financial gap of 48.4%,Construction of 2 lane with Paved Shoulder for Northern Bypass Phase-II of Kota city,618200.0,Ministry of Road Transport & Highways,Roads & Highways,Rajasthan,57.1
TIME_OVERRUN,WARNING,Delayed by 19 months,Construction of 2 lane with Paved Shoulder for Northern Bypass Phase-II of Kota city,618200.0,Ministry of Road Transport & Highways,Roads & Highways,Rajasthan,57.1
EXPENDITURE_LAG,CRITICAL,Only 36% budget spent but 83% time elapsed,Balance work of Rehabilitation and Up-gradation to 4-Lane configuration of Ras-,618235.0,Ministry of Road Transport & Highways,Roads & Highways,Rajasthan,17.6
PF_GAP,WARNING,Physical-Financial gap of 20.6%,Balance work of Rehabilitation and Up-gradation to 4-Lane configuration of Ras-,618235.0,Ministry of Road Transport & Highways,Roads & Highways,Rajasthan,17.6
TIME_OVERRUN,CRITICAL,Delayed by 40 months,Delhi-Vadodara Greenfield Alignment NH-148N Pkg-10 Ch. 292.950 to Ch. 319.400,618457.0,Ministry of Road Transport & Highways,Roads & Highways,Rajasthan,49.9
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Delhi-Vadodara Greenfield Alignment NH-148N Pkg-10 Ch. 292.950 to Ch. 319.400,618457.0,Ministry of Road Transport & Highways,Roads & Highways,Rajasthan,49.9
TIME_OVERRUN,WARNING,Delayed by 31 months,Delhi-Vadodara Greenfield Alignment NH-148N Pkg-15 Ch. 419.000 to Ch.427.300,618458.0,Ministry of Road Transport & Highways,Roads & Highways,Rajasthan,41.7
ELEVATED_RISK_ML,WARNING,ML risk score: 65/100,Sangariya near Chautala-Rasisar near Bikaner section of NH-754K Phase-I AJ/SR-,618611.0,Ministry of Road Transport & Highways,Roads & Highways,Rajasthan,65.1
TIME_OVERRUN,CRITICAL,Delayed by 38 months,Sangariya near Chautala-Rasisar near Bikaner section of NH-754K Phase-I AJ/SR-,618611.0,Ministry of Road Transport & Highways,Roads & Highways,Rajasthan,65.1
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Sangariya near Chautala-Rasisar near Bikaner section of NH-754K Phase-I AJ/SR-,618611.0,Ministry of Road Transport & Highways,Roads & Highways,Rajasthan,65.1
TIME_OVERRUN,WARNING,Delayed by 36 months,Deogarh near Dhandhaniya-Rajasthan/Gujarat Border Phase-I AJ/DRGB-Package-6,618612.0,Ministry of Road Transport & Highways,Roads & Highways,Rajasthan,50.6
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Deogarh near Dhandhaniya-Rajasthan/Gujarat Border Phase-I AJ/DRGB-Package-6,618612.0,Ministry of Road Transport & Highways,Roads & Highways,Rajasthan,50.6
TIME_OVERRUN,CRITICAL,Delayed by 37 months,Deogarh near Dhandhaniya-Rajasthan/Gujarat Border Phase-I AJ/DRGB-Package-7,618613.0,Ministry of Road Transport & Highways,Roads & Highways,Rajasthan,49.7
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Deogarh near Dhandhaniya-Rajasthan/Gujarat Border Phase-I AJ/DRGB-Package-7,618613.0,Ministry of Road Transport & Highways,Roads & Highways,Rajasthan,49.7
TIME_OVERRUN,WARNING,Delayed by 15 months,6L access controlled Highway from Km 40080 to Km 86513 Mator to Barodameo,618757.0,Ministry of Road Transport & Highways,Roads & Highways,Rajasthan,47.7
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,6L access controlled Highway from Km 40080 to Km 86513 Mator to Barodameo,618757.0,Ministry of Road Transport & Highways,Roads & Highways,Rajasthan,47.7
ELEVATED_RISK_ML,WARNING,ML risk score: 69/100,Tanot -Ramgarh-Bhadasar-Jaisalmer NH-68 and BhadasarMokal-Sarkaritala up to,618796.0,Ministry of Road Transport & Highways,Roads & Highways,Rajasthan,68.6
TIME_OVERRUN,CRITICAL,Delayed by 64 months,Tanot -Ramgarh-Bhadasar-Jaisalmer NH-68 and BhadasarMokal-Sarkaritala up to,618796.0,Ministry of Road Transport & Highways,Roads & Highways,Rajasthan,68.6
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Tanot -Ramgarh-Bhadasar-Jaisalmer NH-68 and BhadasarMokal-Sarkaritala up to,618796.0,Ministry of Road Transport & Highways,Roads & Highways,Rajasthan,68.6
PF_GAP,WARNING,Physical-Financial gap of 37.0%,4L of Karwar Km. 281.980 of NH-62 Nagaur road to Dangiyavas of Jodhpur Ring,618838.0,Ministry of Road Transport & Highways,Roads & Highways,Rajasthan,45.2
TIME_OVERRUN,WARNING,Delayed by 24 months,4L of Karwar Km. 281.980 of NH-62 Nagaur road to Dangiyavas of Jodhpur Ring,618838.0,Ministry of Road Transport & Highways,Roads & Highways,Rajasthan,45.2
PF_GAP,WARNING,Physical-Financial gap of 34.8%,Construction of Four lane Elevated Structure at Raniwada Circle in Sanchore City on,618853.0,Ministry of Road Transport & Highways,Roads & Highways,Rajasthan,36.1
PF_GAP,WARNING,Physical-Financial gap of 39.2%,Construction of two lane with paved shoulder Gangtok Bypass Road from Ranipool to,618071.0,Ministry of Road Transport & Highways,Roads & Highways,Sikkim,48.8
TIME_OVERRUN,WARNING,Delayed by 31 months,Construction of two lane with paved shoulder Gangtok Bypass Road from Ranipool to,618071.0,Ministry of Road Transport & Highways,Roads & Highways,Sikkim,48.8
COST_ESCALATION,WARNING,Cost escalated by 43.8% from original,Construction/Up gradation of Existing road to 2 Lane with Paved Shoulder including,618426.0,Ministry of Road Transport & Highways,Roads & Highways,Sikkim,81.2
EXPENDITURE_LAG,CRITICAL,Only 33% budget spent but 245% time elapsed,Construction/Up gradation of Existing road to 2 Lane with Paved Shoulder including,618426.0,Ministry of Road Transport & Highways,Roads & Highways,Sikkim,81.2
PF_GAP,WARNING,Physical-Financial gap of 38.9%,Construction/Up gradation of Existing road to 2 Lane with Paved Shoulder including,618426.0,Ministry of Road Transport & Highways,Roads & Highways,Sikkim,81.2
HIGH_RISK_ML,CRITICAL,ML risk score: 81/100,Construction/Up gradation of Existing road to 2 Lane with Paved Shoulder including,618426.0,Ministry of Road Transport & Highways,Roads & Highways,Sikkim,81.2
TIME_OVERRUN,WARNING,Delayed by 29 months,Construction/Up gradation of Existing road to 2 Lane with Paved Shoulder including,618426.0,Ministry of Road Transport & Highways,Roads & Highways,Sikkim,81.2
COST_ESCALATION,WARNING,Cost escalated by 43.8% from original,Realignment of NH-717A from Design Ch.0.00 Km 77.800 of NH-10 to Design Ch.2.00,618428.0,Ministry of Road Transport & Highways,Roads & Highways,Sikkim,83.9
EXPENDITURE_LAG,CRITICAL,Only 19% budget spent but 271% time elapsed,Realignment of NH-717A from Design Ch.0.00 Km 77.800 of NH-10 to Design Ch.2.00,618428.0,Ministry of Road Transport & Highways,Roads & Highways,Sikkim,83.9
PF_GAP,WARNING,Physical-Financial gap of 73.3%,Realignment of NH-717A from Design Ch.0.00 Km 77.800 of NH-10 to Design Ch.2.00,618428.0,Ministry of Road Transport & Highways,Roads & Highways,Sikkim,83.9
HIGH_RISK_ML,CRITICAL,ML risk score: 84/100,Realignment of NH-717A from Design Ch.0.00 Km 77.800 of NH-10 to Design Ch.2.00,618428.0,Ministry of Road Transport & Highways,Roads & Highways,Sikkim,83.9
TIME_OVERRUN,CRITICAL,Delayed by 37 months,Realignment of NH-717A from Design Ch.0.00 Km 77.800 of NH-10 to Design Ch.2.00,618428.0,Ministry of Road Transport & Highways,Roads & Highways,Sikkim,83.9
TIME_OVERRUN,WARNING,Delayed by 28 months,Construction & Upgradation of existing road to 2-lane with paved shoulder from New,618446.0,Ministry of Road Transport & Highways,Roads & Highways,Sikkim,35.9
PF_GAP,WARNING,Physical-Financial gap of 23.8%,Construction of 2-Laning with Paved Shoulder of New Greenfield Alignment From,618447.0,Ministry of Road Transport & Highways,Roads & Highways,Sikkim,51.7
TIME_OVERRUN,CRITICAL,Delayed by 39 months,Construction of 2-Laning with Paved Shoulder of New Greenfield Alignment From,618447.0,Ministry of Road Transport & Highways,Roads & Highways,Sikkim,51.7
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Construction of 2-Laning with Paved Shoulder of New Greenfield Alignment From,618447.0,Ministry of Road Transport & Highways,Roads & Highways,Sikkim,51.7
TIME_OVERRUN,CRITICAL,Delayed by 41 months,Construction of 2-Laning with Paved Shoulder of New Greenfield Alignment From,618448.0,Ministry of Road Transport & Highways,Roads & Highways,Sikkim,49.4
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Construction of 2-Laning with Paved Shoulder of New Greenfield Alignment From,618448.0,Ministry of Road Transport & Highways,Roads & Highways,Sikkim,49.4
PF_GAP,WARNING,Physical-Financial gap of -22.2%,Construction & Upgradation of existing road to 2-lane with paved shoulder from,618449.0,Ministry of Road Transport & Highways,Roads & Highways,Sikkim,65.4
ELEVATED_RISK_ML,WARNING,ML risk score: 65/100,Construction & Upgradation of existing road to 2-lane with paved shoulder from,618449.0,Ministry of Road Transport & Highways,Roads & Highways,Sikkim,65.4
TIME_OVERRUN,CRITICAL,Delayed by 41 months,Construction & Upgradation of existing road to 2-lane with paved shoulder from,618449.0,Ministry of Road Transport & Highways,Roads & Highways,Sikkim,65.4
PF_GAP,WARNING,Physical-Financial gap of -21.5%,Rehabilitation & Upgradation of existing road to 2-lane with paved shoulder including,618450.0,Ministry of Road Transport & Highways,Roads & Highways,Sikkim,54.4
TIME_OVERRUN,CRITICAL,Delayed by 55 months,Rehabilitation & Upgradation of existing road to 2-lane with paved shoulder including,618450.0,Ministry of Road Transport & Highways,Roads & Highways,Sikkim,54.4
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Rehabilitation & Upgradation of existing road to 2-lane with paved shoulder including,618450.0,Ministry of Road Transport & Highways,Roads & Highways,Sikkim,54.4
PF_GAP,WARNING,Physical-Financial gap of 41.0%,Construction of Bypass to Madurai Achambathu Viratipathu in between km 6/850,617962.0,Ministry of Road Transport & Highways,Roads & Highways,Tamil Nadu,40.3
PF_GAP,WARNING,Physical-Financial gap of 39.5%,Bangalore Chennai Expressway Phase-III Package II Walajahpet to Arakkonam from,618478.0,Ministry of Road Transport & Highways,Roads & Highways,Tamil Nadu,58.2
TIME_OVERRUN,WARNING,Delayed by 25 months,Bangalore Chennai Expressway Phase-III Package II Walajahpet to Arakkonam from,618478.0,Ministry of Road Transport & Highways,Roads & Highways,Tamil Nadu,58.2
